STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,ADJUSTMENT,Adjustment,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,ISL,Iceland,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,173.390229939425,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,ISL,Iceland,Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q1,,172.61901166921,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,ISL,Iceland,Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q2,,171.675750053157,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,120.714431538463,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,121.249849642205,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,121.283386340013,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,123.447305411434,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,127.241990664002,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,130.046460187119,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,134.042591300791,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,136.632887088495,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,139.080538322131,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,142.760171447181,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,145.851629146026,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,147.356203811695,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,147.81969693517,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,149.502018262248,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,151.158893047876,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,153.379188142209,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,154.831209067822,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,GRC,Greece,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,156.172797488589,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,108.320512726122,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,109.172005522407,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,108.831206796536,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,106.702311334795,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,104.001659152308,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,99.1786586835928,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,95.6621005100394,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,93.9471621219554,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,93.1974421151066,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,93.0731786666635,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,92.6282382122575,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,92.0159720074291,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,91.8072299719113,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,91.8099171404369,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,KOR,Korea,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,91.4309895887547,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,167.565286272741,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,172.865470595215,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,167.340847142379,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,160.690569666911,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,151.487952583048,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,144.095189957637,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,138.793236123217,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,138.078924099803,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,137.876374989117,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,137.835735428136,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,137.574611453033,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,135.843817938284,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,133.516704360875,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,132.392787277988,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,131.25234492143,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,130.8920921312,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,129.555562073776,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,NZL,New Zealand,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,127.475557679008,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,136.614512252672,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,138.927455545468,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,139.827830321336,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,141.143593206088,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,142.590430945632,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,140.275354564271,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,137.146508714855,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,135.121387638504,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,132.535544296563,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,134.823993378769,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,138.299382889119,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,140.775705291309,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,143.11349334367,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,145.696854893769,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,147.146748039425,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q2,,149.562479857635,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q3,,152.06768611051,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q4,,151.47576170214,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,IRL,Ireland,Q,Quarterly,RHP,Real house price indices,IX,Index,2026-Q1,,152.561488416022,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,126.808284809427,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,130.413597648865,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,131.084701559065,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,127.007165355515,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,121.344996513066,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,118.250665985465,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,117.63094695076,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,118.777720847753,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,119.551968249182,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,120.490397152069,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,121.495200528237,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUS,Australia,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,122.069084300489,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
